region,Temp_C,Rain (mm),Humid,Price_F,month,dayofweek,heat_index
18,32.7,171.8,57.3,165.24,1,3,1873.71
20,21.1,210.2,81.1,409.5,1,3,1711.21
21,34.6,315.8,77.0,419.27,1,3,2664.2000000000003
22,20.8,308.4,77.9,165.82,1,3,1620.3200000000002
23,22.9,386.3,55.4,101.27,1,3,1268.6599999999999
24,25.4,28.1,71.2,411.15,1,3,1808.48
19,26.2,219.4,85.0,420.54,1,3,2227.0
0,25.0,396.2,78.7,223.62,1,2,1967.5
1,31.8,300.4,82.7,393.34,1,2,2629.86
2,33.6,134.9,74.5,392.5,1,2,2503.2000000000003
3,33.6,285.3,72.0,288.06,1,2,2419.2000000000003
5,37.1,226.8,69.9,282.13,1,2,2593.2900000000004
6,37.4,205.7,58.1,303.79,1,2,2172.94
7,37.7,120.8,90.2,279.19,1,2,3400.5400000000004
8,29.4,23.0,63.7,212.53,1,2,2086.13
9,35.3,79.3,74.6,159.08,1,2,2633.3799999999997
11,30.4,191.5,91.3,334.75,1,2,2775.52
12,35.4,28.7,80.1,384.27,1,2,2835.5399999999995
13,20.4,63.6,72.8,151.24,1,2,1485.12
14,23.2,21.7,61.8,335.14,1,2,1433.76
15,27.9,27.4,50.7,449.53,1,2,1414.53
18,31.1,262.0,54.2,427.53,1,2,1685.6200000000001
20,31.7,110.6,68.7,445.19,1,2,2177.79
21,25.9,53.7,82.2,198.76,1,2,2128.98
22,36.4,93.0,79.2,121.8,1,2,2882.88
24,32.4,171.8,88.6,95.52,1,2,2870.64
25,25.1,279.3,69.1,163.56,1,2,1734.4099999999999
0,32.9,53.0,73.9,396.57,1,1,2431.31
1,27.7,171.8,88.0,411.15,1,1,2437.6
2,27.3,138.3,57.8,299.72,1,1,1577.94
3,36.1,26.2,60.7,244.48,1,1,2191.27
6,36.0,171.8,66.9,373.1,1,1,2408.4
7,27.5,181.3,53.3,193.82,1,1,1465.75
8,21.1,73.5,63.0,465.93,1,1,1329.3000000000002
9,24.2,330.1,88.6,382.69,1,1,2144.12
10,34.8,107.8,84.0,283.97,1,1,2923.2
11,33.3,0.4,62.8,107.99,1,1,2091.24
12,30.2,174.2,55.0,335.92,1,1,1661.0
13,33.0,33.1,91.7,203.01,1,1,3026.1
14,26.1,372.0,57.9,106.47,1,1,1511.19
15,20.9,254.0,73.0,357.02,1,1,1525.6999999999998
17,26.7,394.6,72.6,273.51,1,1,1938.4199999999998
18,29.7,265.3,67.6,346.72,1,1,2007.7199999999998
20,33.7,217.6,88.7,476.19,1,1,2989.1900000000005
21,36.0,167.4,65.8,88.82,1,1,2368.7999999999997
23,23.2,376.8,69.1,148.88,1,1,1603.12
24,37.6,300.7,90.2,155.7,1,1,3391.5200000000004
25,29.4,378.7,89.2,408.95,1,1,2086.13
0,20.2,153.0,61.6,240.12,1,0,1244.32
2,25.6,198.4,50.3,439.53,1,0,1287.68
3,29.4,313.1,67.5,275.63,1,0,2086.13
4,23.4,64.5,53.0,336.31,1,0,1240.1999999999998
5,26.6,26.6,88.8,448.67,1,0,2362.08
19,37.2,362.3,80.0,194.84,1,0,2976.0
7,33.3,222.0,79.3,173.37,1,0,2640.6899999999996
8,33.7,379.3,89.5,159.04,1,0,3016.15
9,22.2,383.0,55.6,201.51,1,0,1234.32
10,23.0,325.5,70.0,318.03,1,0,1610.0
12,29.4,161.5,81.6,371.56,1,0,2399.0399999999995
13,36.6,388.1,80.4,271.88,1,0,2942.6400000000003
14,24.6,56.2,73.8,376.8,1,0,2086.13
15,29.8,345.0,86.2,205.19,1,0,2568.76
16,29.4,151.5,51.1,296.38,1,0,2086.13
17,26.1,18.1,80.6,450.99,1,0,2103.66
18,32.7,303.5,74.4,264.25,1,0,2432.8800000000006
21,28.1,13.2,75.6,123.66,1,0,2124.36
23,26.8,158.9,86.1,464.19,1,0,2307.48
24,23.4,195.4,64.2,81.29,1,0,1502.28
25,25.1,364.0,70.9,93.45,1,0,1779.5900000000001
0,36.2,276.2,75.4,207.4,1,6,2729.4800000000005
1,26.4,209.9,56.5,267.81,1,6,1491.6
2,33.5,245.4,93.3,311.46,1,6,3125.5499999999997
3,29.5,178.7,92.7,449.95,1,6,2734.65
4,27.3,55.6,73.8,469.65,1,6,2086.13
5,24.0,231.9,61.9,154.0,1,6,1485.6
6,34.5,294.7,51.6,429.28,1,6,1780.2
7,36.7,200.6,86.4,292.76,1,6,3170.8800000000006
8,29.4,365.7,51.4,363.18,1,6,2086.13
9,29.9,119.0,51.7,361.25,1,6,1545.83
11,30.7,361.4,61.6,183.83,1,6,1891.12
12,27.0,381.2,54.1,298.78,1,6,1460.7
14,28.1,240.8,55.3,431.55,1,6,1553.93
15,21.1,182.2,64.3,428.98,1,6,1356.73
16,29.7,14.9,76.4,330.48,1,6,2269.08
17,29.4,117.2,69.8,100.57,1,6,2086.13
18,25.6,261.6,86.1,427.63,1,6,2204.16
20,31.1,246.3,81.6,184.02,1,6,2537.7599999999998
22,37.5,288.6,75.6,135.66,1,6,2835.0
23,31.0,327.8,83.1,329.73,1,6,2576.1
19,29.4,33.3,79.6,401.96,2,5,2086.13
1,28.5,1.8,71.4,134.13,2,5,2034.9
4,21.9,217.8,54.4,116.36,2,5,1191.36
5,24.2,346.6,85.6,286.25,2,5,2071.52
6,34.6,32.8,82.3,409.64,2,5,2847.58
8,28.1,267.6,73.8,308.88,2,5,2086.13
9,32.5,145.5,59.1,118.42,2,5,1920.75
10,29.4,111.0,73.8,461.68,2,5,2086.13
13,24.4,246.6,75.5,192.46,2,5,1842.1999999999998
15,23.3,262.0,77.7,291.82,2,5,1810.41
16,35.2,110.8,75.1,106.34,2,5,2643.52
17,29.4,54.8,62.8,150.49,2,5,2086.13
18,20.2,117.1,58.1,103.01,2,5,1173.62
21,32.3,17.5,57.7,211.72,2,5,1863.71
22,27.0,129.1,62.1,130.07,2,5,1676.7
25,33.1,24.9,73.8,277.7,2,5,2086.13
1,25.6,236.4,72.6,239.85,2,4,1858.56
2,29.7,222.5,50.3,201.84,2,4,1493.9099999999999
3,33.5,361.0,69.0,374.46,2,4,2311.5
6,28.8,359.1,61.3,247.84,2,4,1765.44
7,24.8,171.8,66.3,260.39,2,4,1644.24
10,29.3,68.6,54.3,441.92,2,4,1590.99
13,26.6,180.6,79.7,230.05,2,4,2120.02
16,30.6,310.5,52.6,112.97,2,4,1609.5600000000002
20,24.1,260.5,80.3,431.69,2,4,1935.23
21,37.8,32.3,91.3,181.78,2,4,3451.1399999999994
22,35.2,73.8,87.6,320.41,2,4,3083.52
23,33.2,224.2,88.4,299.07,2,4,2934.8800000000006
24,28.4,333.8,73.8,120.11,2,4,2086.13
25,33.8,44.4,50.8,221.21,2,4,1717.0399999999997
0,28.6,66.5,60.6,453.17,2,3,1733.16
19,22.1,171.8,56.5,389.25,2,3,1248.65
3,34.4,65.4,86.8,437.85,2,3,2985.9199999999996
4,33.5,211.4,65.9,184.5,2,3,2207.65
5,33.4,218.3,94.1,481.05,2,3,3142.9399999999996
6,31.7,57.9,86.3,369.86,2,3,2735.71
7,34.6,178.9,73.8,398.02,2,3,2086.13
8,30.4,184.0,63.3,246.02,2,3,1924.32
9,24.3,366.9,56.6,176.24,2,3,1375.38
10,23.7,260.0,84.2,470.98,2,3,1995.54
11,24.3,125.1,66.1,136.82,2,3,1606.23
12,28.0,349.4,89.7,414.88,2,3,2511.6
13,35.9,221.3,53.9,486.2,2,3,1935.0099999999998
14,37.7,245.4,90.2,151.18,2,3,3400.5400000000004
15,33.7,290.0,89.8,81.72,2,3,3026.26
17,36.5,33.1,71.1,146.5,2,3,2595.1499999999996
18,37.7,308.9,78.2,420.97,2,3,2948.1400000000003
20,29.4,159.0,67.5,229.14,2,3,2086.13
19,33.0,371.8,72.3,372.09,2,3,2385.9
0,24.1,108.1,53.3,230.79,2,2,1284.53
2,25.7,30.7,89.8,150.04,2,2,2307.8599999999997
5,29.7,261.3,90.5,261.17,2,2,2687.85
6,34.1,53.8,83.5,357.32,2,2,2847.35
7,20.7,164.5,72.7,161.41,2,2,1504.89
8,34.9,203.0,74.0,435.9,2,2,2582.6
9,32.8,68.7,75.5,130.04,2,2,2476.3999999999996
10,34.4,166.7,53.3,335.93,2,2,1833.5199999999998
12,32.6,219.2,86.8,378.91,2,2,2829.68
13,31.9,280.4,64.8,194.22,2,2,2067.12
14,37.8,97.3,92.4,342.33,2,2,3492.72
15,29.7,182.2,62.3,259.47,2,2,1850.31
16,36.7,32.4,53.7,158.27,2,2,1970.7900000000002
19,30.3,61.0,54.6,94.61,2,2,1654.38
20,23.2,179.5,76.4,131.09,2,2,1772.48
21,31.8,270.1,82.0,435.04,2,2,2607.6
22,32.2,283.6,61.3,318.16,2,2,1973.8600000000001
24,27.2,102.1,83.0,79.33,2,2,2257.6
0,33.7,210.0,60.0,276.54,3,1,2022.0000000000002
1,34.6,32.4,55.2,161.39,3,1,1909.92
2,29.7,284.6,65.2,449.7,3,1,1936.44
3,28.8,48.3,51.1,149.93,3,1,1471.68
4,21.7,171.8,55.4,399.17,3,1,1202.1799999999998
5,30.4,22.8,87.4,346.97,3,1,2656.96
6,24.2,69.0,73.8,430.17,3,1,2086.13
7,34.6,262.9,63.3,470.43,3,1,2190.18
8,37.6,338.9,65.6,454.08,3,1,2466.56
9,23.7,171.8,89.1,83.09,3,1,2111.6699999999996
10,28.7,299.9,78.8,408.78,3,1,2261.56
11,31.6,349.6,78.1,372.65,3,1,2467.96
12,37.5,366.5,62.7,472.63,3,1,2351.25
13,34.3,396.6,70.0,453.53,3,1,2401.0
14,25.7,97.4,88.9,454.29,3,1,2284.73
16,22.7,300.0,75.6,238.55,3,1,1716.12
17,25.7,83.9,73.7,476.65,3,1,1894.09
21,24.3,194.2,79.5,326.41,3,1,1931.8500000000001
19,20.6,240.4,82.2,360.33,3,1,1693.3200000000002
23,35.2,270.5,86.8,452.57,3,1,3055.36
25,24.1,84.9,68.1,329.97,3,1,1641.21
0,32.5,39.5,71.0,273.33,3,0,2307.5
1,33.7,264.6,68.0,443.26,3,0,2291.6000000000004
2,22.5,273.8,80.2,427.59,3,0,1804.5
3,28.8,302.3,84.0,475.1,3,0,2419.2000000000003
4,22.3,33.2,57.6,133.26,3,0,1284.48
5,27.1,58.1,59.6,242.72,3,0,1615.16
6,37.5,379.9,80.6,352.96,3,0,3022.5
7,29.4,353.0,73.8,185.21,3,0,2086.13
8,24.4,363.9,56.8,116.03,3,0,1385.9199999999998
9,29.4,122.1,54.3,306.35,3,0,1596.4199999999998
10,33.3,64.0,50.1,102.04,3,0,1668.33
11,25.4,280.5,54.0,428.15,3,0,1371.6
12,36.6,254.6,90.4,345.3,3,0,3308.6400000000003
13,30.4,336.1,51.5,237.81,3,0,1565.6
19,32.8,228.3,71.8,177.47,3,0,2355.0399999999995
17,24.0,59.0,59.1,177.06,3,0,1418.4
18,25.9,20.4,82.1,366.32,3,0,2126.39
20,30.9,7.5,68.5,295.38,3,0,2116.65
21,24.5,110.0,89.6,348.26,3,0,2195.2
22,34.3,14.6,94.7,80.59,3,0,3248.21
23,32.0,174.4,71.9,119.35,3,0,2300.8
24,24.7,301.2,94.9,280.27,3,0,2344.03
25,36.8,107.7,74.5,102.1,3,0,2741.6
1,25.9,142.5,73.8,421.51,3,6,2086.13
3,38.0,343.1,88.8,378.8,3,6,3374.4
4,31.9,41.7,83.8,109.84,3,6,2673.22
6,27.0,149.1,64.5,99.2,3,6,1741.5
8,37.1,225.4,87.9,261.38,3,6,3261.09
9,37.7,362.6,54.7,402.48,3,6,2062.19
10,29.4,223.8,81.3,232.08,3,6,2086.13
12,36.8,18.9,84.3,140.41,3,6,3102.24
13,24.2,249.4,57.9,129.96,3,6,1401.1799999999998
14,26.5,74.3,81.9,163.89,3,6,2170.3500000000004
15,29.4,101.8,71.5,348.35,3,6,2102.1
16,23.1,153.8,58.9,461.55,3,6,1360.5900000000001
17,21.9,28.0,73.8,223.07,3,6,2086.13
18,34.9,84.6,67.1,156.29,3,6,2341.7899999999995
22,24.6,35.3,90.0,176.24,3,6,2214.0
23,36.0,131.2,93.4,419.15,3,6,3362.4
24,34.8,171.9,77.4,256.38,3,6,2693.52
25,37.0,371.0,64.3,466.08,3,6,2379.1
0,29.1,284.2,61.8,201.7,3,5,1798.38
1,23.4,317.5,76.7,458.76,3,5,1794.78
2,35.2,41.7,83.8,241.8,3,5,2949.76
3,29.2,1.2,68.0,411.94,3,5,1985.6
4,27.4,171.8,72.4,128.35,3,5,1983.76
5,25.6,291.9,63.4,344.17,3,5,1623.04
6,32.2,277.4,91.9,261.13,3,5,2959.1800000000003
7,25.4,307.8,85.4,390.54,3,5,2169.16
8,23.0,8.2,85.5,478.94,3,5,1966.5
10,30.8,4.2,78.3,222.26,3,5,2411.64
11,35.2,30.7,90.1,431.22,3,5,3171.52
12,30.1,214.7,62.6,143.84,3,5,1884.2600000000002
13,29.9,123.8,73.8,239.5,3,5,2086.13
14,27.8,171.8,59.0,191.94,3,5,1640.2
16,36.5,270.8,73.8,257.13,3,5,2086.13
17,31.3,74.6,60.2,364.51,3,5,1884.2600000000002
18,22.2,171.8,60.4,334.88,3,5,1340.8799999999999
20,32.3,171.8,53.9,258.82,3,5,1740.9699999999998
22,35.7,191.1,50.3,287.32,3,5,1795.71
23,31.1,54.5,70.9,351.89,3,5,2204.9900000000002
24,32.0,386.3,70.1,386.53,3,5,2243.2
25,29.0,332.8,89.3,211.92,3,5,2589.7
0,29.8,145.4,79.6,84.93,3,4,2372.08
1,27.0,235.9,94.8,442.3,3,4,2559.6
2,29.8,371.4,80.4,311.6,3,4,2395.92
3,34.4,254.7,56.3,327.86,3,4,1936.7199999999998
19,29.4,114.8,52.0,278.44,3,4,2086.13
5,37.8,123.8,88.7,387.21,3,4,3352.8599999999997
6,35.1,171.8,73.8,164.08,3,4,2086.13
7,21.5,29.0,82.8,342.99,3,4,1780.2
8,31.6,183.0,75.5,113.61,3,4,2385.8
11,31.1,39.5,78.7,355.5,3,4,2447.57
13,37.2,234.7,80.8,125.13,3,4,3005.76
14,23.7,226.2,61.1,403.08,3,4,1448.07
15,29.4,241.1,78.7,119.24,3,4,2086.13
17,20.1,168.7,60.1,334.05,3,4,1208.0100000000002
18,31.9,225.2,63.0,359.05,3,4,2009.6999999999998
20,35.0,230.3,56.4,445.94,3,4,1974.0
21,25.2,292.9,65.0,346.49,3,4,1638.0
22,21.5,98.8,82.1,124.77,3,4,1765.1499999999999
24,20.6,171.8,68.1,412.12,3,4,1402.86
25,25.5,10.5,73.8,444.14,3,4,2086.13
0,20.1,156.6,77.3,405.37,4,3,1553.73
1,28.4,215.4,76.4,401.31,4,3,2169.76
2,33.3,9.2,81.3,214.81,4,3,2707.2899999999995
3,29.4,260.0,55.8,162.01,4,3,2086.13
4,22.4,313.1,76.3,256.44,4,3,1709.12
5,30.3,396.6,84.6,334.62,4,3,2563.38
6,20.1,31.2,93.6,472.01,4,3,1881.3600000000001
8,37.5,337.7,82.4,364.74,4,3,3090.0
10,29.0,132.6,87.2,430.19,4,3,2528.8
11,30.0,236.0,79.2,464.03,4,3,2376.0
12,26.0,35.2,89.5,223.89,4,3,2327.0
13,35.0,212.5,70.4,404.41,4,3,2464.0
15,34.8,18.0,77.0,436.55,4,3,2679.6
16,35.9,135.2,77.4,454.64,4,3,2778.6600000000003
18,22.5,142.4,73.8,172.43,4,3,2086.13
20,36.6,177.2,75.9,213.55,4,3,2777.9400000000005
21,34.7,50.5,84.7,427.69,4,3,2939.09
25,32.6,357.9,78.8,371.9,4,3,2568.88
0,29.0,263.8,58.0,83.57,4,2,1682.0
1,28.0,111.1,62.6,257.51,4,2,1752.8
3,20.0,181.5,90.5,162.74,4,2,1810.0
5,30.9,18.5,79.7,425.69,4,2,2462.73
6,24.0,160.8,74.2,144.76,4,2,1780.8000000000002
8,32.3,226.3,68.7,312.11,4,2,2219.0099999999998
9,23.2,23.2,73.2,219.18,4,2,1698.24
10,23.6,73.6,73.8,368.38,4,2,2086.13
11,34.1,172.0,67.6,204.4,4,2,2305.16
12,29.2,262.2,89.8,98.09,4,2,2622.16
13,28.8,154.9,78.2,310.77,4,2,2252.1600000000003
14,31.6,369.3,76.3,316.76,4,2,2411.08
15,27.6,165.0,56.5,177.43,4,2,1559.4
16,21.5,41.9,77.9,118.25,4,2,1674.8500000000001
17,28.7,70.4,81.1,184.01,4,2,2327.5699999999997
18,29.4,31.8,74.1,234.32,4,2,2086.13
23,24.6,171.8,82.0,113.74,4,2,2017.2
24,27.7,67.6,89.9,360.47,4,2,2490.23
25,26.8,171.8,75.1,155.0,4,2,2012.6799999999998
0,36.4,81.3,57.3,479.27,4,0,2085.72
1,35.3,82.4,77.2,374.02,4,1,2725.16
2,30.8,376.8,78.9,300.46,4,1,2430.1200000000003
3,27.1,146.3,92.1,161.31,4,1,2495.91
4,22.4,122.2,69.3,453.38,4,1,1552.32
5,27.4,171.8,77.4,239.75,4,1,2120.76
6,32.2,63.7,83.8,140.03,4,1,2698.36
7,31.8,36.2,78.6,273.14,4,1,2499.48
8,34.2,372.2,58.3,118.25,4,1,1993.8600000000001
9,23.9,140.1,66.0,290.83,4,1,1577.3999999999999
10,25.4,44.6,52.2,198.22,4,1,1325.88
11,37.3,316.3,66.9,354.47,4,1,2495.37
12,31.0,45.0,71.2,260.45,4,1,2207.2000000000003
15,28.0,11.8,66.3,367.81,4,1,1856.3999999999999
17,31.4,390.3,52.1,293.75,4,1,1635.94
18,23.5,223.9,57.5,392.62,4,1,1351.25
20,31.3,245.7,84.6,356.65,4,1,2647.98
21,32.8,16.7,79.0,78.0,4,1,2591.2
22,24.7,16.2,92.9,380.64,4,1,2294.63
23,32.9,228.0,87.1,297.51,4,1,2865.5899999999997
24,22.6,356.5,73.8,370.01,4,1,2086.13
25,29.4,171.8,79.7,99.98,4,1,2086.13
0,29.2,377.2,65.3,326.31,4,6,1906.7599999999998
1,34.6,377.5,63.4,366.72,4,6,2193.64
2,36.3,171.8,73.8,118.08,4,6,2086.13
3,29.1,68.1,78.4,372.21,4,0,2281.44
4,25.2,68.9,89.7,223.41,4,0,2260.44
5,22.4,265.5,65.5,405.61,4,0,1467.1999999999998
8,30.8,171.8,72.9,318.38,4,0,2245.32
9,25.2,57.3,59.1,245.83,4,0,1489.32
11,20.9,141.4,75.5,355.21,4,0,1577.9499999999998
13,22.8,238.3,72.4,463.27,4,0,1650.7200000000003
14,34.8,293.1,70.1,243.24,4,0,2439.4799999999996
15,35.8,361.8,64.8,428.08,4,0,2319.8399999999997
16,35.4,304.6,92.2,151.84,4,0,3263.88
17,23.9,47.7,62.1,434.88,4,0,1484.19
18,27.0,60.9,87.1,486.11,4,0,2351.7
20,22.8,28.1,60.9,307.57,4,0,1388.52
21,22.7,67.7,60.4,370.3,4,0,1371.08
22,28.0,140.1,63.1,285.36,4,0,1766.8
24,37.5,255.0,51.0,109.7,4,0,1912.5
0,28.5,121.9,92.6,269.78,4,5,2639.1
1,28.3,7.7,83.7,223.0,4,5,2368.71
2,29.9,134.8,56.4,88.11,4,5,1686.36
3,28.0,334.7,50.7,378.88,4,5,1419.6000000000001
4,22.9,146.2,56.8,295.04,4,5,1300.7199999999998
6,29.4,24.6,73.8,457.61,4,6,2086.13
7,21.7,273.0,64.0,449.37,4,6,1388.8
8,25.5,369.6,84.9,281.97,4,6,2164.9500000000003
9,29.4,106.4,63.1,474.44,4,6,2086.13
12,24.0,82.9,67.7,340.62,4,6,1624.8000000000002
13,29.7,202.8,60.6,177.84,4,6,1799.82
14,27.8,175.1,73.8,348.76,4,6,2086.13
15,28.1,387.1,83.8,135.66,4,6,2354.78
16,20.3,250.3,57.4,317.84,4,6,1165.22
18,35.0,230.7,77.5,241.23,4,6,2712.5
19,24.7,208.5,76.6,344.77,4,6,1892.0199999999998
21,29.4,15.4,62.4,185.44,4,6,2086.13
22,20.5,137.3,77.3,109.15,4,6,1584.6499999999999
23,23.5,311.9,55.5,236.89,4,6,1304.25
24,34.6,5.9,81.4,392.25,4,6,2816.4400000000005
0,34.4,384.0,69.3,304.75,5,5,2383.9199999999996
1,33.0,21.7,63.5,127.67,5,5,2095.5
2,35.7,121.8,73.5,131.39,5,5,2623.9500000000003
3,30.5,243.7,52.7,198.08,5,5,1607.3500000000001
4,35.4,3.2,93.1,299.36,5,5,3295.74
5,22.6,198.9,85.1,419.56,5,5,1923.26
19,37.0,16.3,76.3,265.13,5,5,2823.1
7,26.8,190.5,83.5,262.54,5,5,2237.8
8,26.0,115.5,60.7,270.07,5,5,1578.2
11,22.6,41.9,93.8,288.01,5,5,2119.88
12,20.4,168.1,87.3,145.29,5,5,1780.9199999999998
13,29.5,398.9,91.1,395.76,5,5,2687.45
14,22.3,327.3,88.8,234.88,5,5,1980.24
15,31.7,398.3,69.7,185.89,5,5,2209.4900000000002
16,31.0,179.8,85.4,349.05,5,5,2647.4
17,33.0,215.5,94.0,369.88,5,5,3102.0
18,28.2,86.3,59.4,207.75,5,5,1675.08
21,37.2,327.4,64.4,397.77,5,5,2395.6800000000003
24,34.1,292.7,94.5,451.46,5,5,3222.4500000000003
1,32.7,101.6,85.2,83.22,5,4,2786.0400000000004
2,20.3,291.1,51.0,486.02,5,4,1035.3
4,22.2,254.8,86.3,254.13,5,4,1915.86
5,23.2,117.6,80.2,312.42,5,4,1860.64
6,30.5,44.3,59.7,131.9,5,4,1820.8500000000001
7,26.6,37.0,73.8,216.76,5,4,2086.13
8,33.8,225.1,77.7,412.91,5,4,2626.2599999999998
9,37.5,168.5,60.1,171.3,5,4,2253.75
10,31.1,52.3,79.5,132.01,5,4,2472.4500000000003
11,21.6,70.7,86.3,111.29,5,4,1864.0800000000002
12,21.5,171.8,85.8,204.78,5,4,1844.7
13,34.6,173.0,84.8,423.41,5,4,2934.08
14,37.6,269.8,57.4,276.13,5,4,2158.2400000000002
15,27.6,251.9,52.2,334.16,5,4,1440.7200000000003
17,34.8,145.8,80.7,255.06,5,4,2808.3599999999997
18,23.8,19.6,56.1,120.67,5,4,1335.18
20,21.5,323.9,76.7,161.53,5,4,1649.05
22,24.5,179.4,79.6,192.58,5,4,1950.1999999999998
23,26.8,335.5,73.8,287.76,5,4,2086.13
24,30.5,21.6,75.1,278.6,5,4,2290.5499999999997
19,22.5,48.0,53.1,105.2,5,4,1194.75
0,37.4,9.3,53.9,184.13,5,3,2015.86
1,25.3,193.1,59.9,313.37,5,3,1515.47
19,29.4,105.9,60.0,188.71,5,3,2086.13
3,22.7,13.1,91.9,177.66,5,3,2086.13
5,29.8,67.2,55.2,126.63,5,3,1644.96
6,24.5,309.2,58.7,321.61,5,3,1438.15
10,32.4,232.1,56.9,202.14,5,3,1843.56
11,24.7,159.5,73.1,106.23,5,3,1805.5699999999997
12,24.5,21.3,70.6,334.84,5,3,1729.6999999999998
13,36.8,0.9,88.3,117.93,5,3,3249.4399999999996
17,26.3,125.0,52.1,453.7,5,3,1370.23
18,23.6,110.4,66.9,232.61,5,3,1578.8400000000001
20,29.6,58.6,93.1,302.18,5,3,2755.7599999999998
21,35.0,9.5,93.2,384.91,5,3,3262.0
22,23.7,44.2,64.5,418.94,5,3,1528.6499999999999
24,36.3,131.1,92.9,400.91,5,3,3372.27
25,32.2,152.9,64.9,92.46,5,3,2089.78
0,26.3,246.0,76.5,86.45,5,2,2011.95
1,29.4,81.5,91.5,199.2,5,2,2086.13
3,34.4,107.1,68.6,111.65,5,2,2359.8399999999997
4,29.4,341.0,52.4,436.35,5,2,2086.13
5,24.9,353.7,81.0,464.3,5,2,2016.8999999999999
6,34.4,399.0,75.6,96.74,5,2,2600.64
8,27.4,157.2,85.1,161.22,5,2,2331.74
10,29.1,138.1,69.6,318.52,5,2,2025.36
13,36.4,346.7,81.9,388.59,5,2,2981.1600000000003
19,29.4,316.5,62.2,207.28,5,2,2086.13
15,27.9,130.6,64.7,439.06,5,2,1805.1299999999999
17,22.2,243.0,54.2,356.62,5,2,1203.24
19,32.1,28.3,64.9,435.56,5,2,2083.2900000000004
21,36.0,224.5,80.9,229.04,5,2,2912.4
22,24.3,293.8,74.1,276.54,5,2,1800.6299999999999
23,23.0,350.0,59.0,235.94,5,2,1357.0
24,22.5,290.7,59.3,278.01,5,2,1334.25
25,25.0,314.0,67.7,107.42,5,2,1692.5
1,35.5,16.4,70.7,399.45,5,1,2509.85
3,29.4,220.1,50.7,88.53,5,1,1490.58
4,33.9,383.7,68.7,374.5,5,1,2328.93
5,25.9,391.6,79.2,223.67,5,1,2051.2799999999997
6,32.4,387.7,83.5,145.89,5,1,2705.4
7,30.7,302.6,65.1,120.21,5,1,1998.5699999999997
8,32.7,158.9,53.3,433.54,5,1,1742.91
9,25.0,165.4,75.2,134.27,5,1,1880.0
10,30.4,171.8,69.1,209.85,5,1,2100.64
11,26.0,171.8,62.2,310.84,5,1,1617.2
13,23.4,383.3,93.4,125.81,5,1,2185.56
15,28.0,39.7,77.8,327.25,5,1,2178.4
16,29.7,103.9,70.9,301.55,5,1,2105.73
18,28.4,305.5,79.4,400.9,5,1,2254.96
21,36.0,303.9,89.9,360.41,5,1,3236.4
22,20.2,300.7,61.0,333.04,5,1,1232.2
23,26.9,260.3,80.4,146.65,5,1,2162.76
24,21.7,262.4,82.9,248.97,5,1,1798.93
25,26.3,234.8,73.3,122.86,5,1,1927.79
0,20.4,358.1,81.8,193.52,5,0,1668.7199999999998
1,24.4,333.7,50.7,328.96,5,0,1237.08
2,28.6,9.3,73.8,353.57,5,0,2086.13
3,28.6,328.4,58.7,179.01,5,0,1678.8200000000002
6,33.9,175.5,82.5,108.9,5,0,2796.75
7,31.6,345.5,58.3,387.64,5,0,1842.28
8,25.2,284.8,81.3,421.54,5,0,2048.7599999999998
9,32.3,122.0,66.6,142.75,5,0,2151.18
10,22.1,258.7,81.6,342.93,5,0,1803.36
11,34.2,98.0,84.5,88.65,5,0,2889.9
12,30.0,101.4,84.4,289.34,5,0,2532.0
13,21.1,71.9,73.2,93.58,5,0,1544.5200000000002
14,22.3,299.8,63.7,355.97,5,0,1420.5100000000002
15,34.2,15.8,88.4,236.18,5,0,3023.2800000000007
19,27.3,290.0,57.5,252.34,5,0,1569.75
17,29.4,196.8,59.3,123.91,5,0,2086.13
18,30.5,381.0,66.2,273.56,5,0,2019.1000000000001
20,24.1,215.6,81.1,154.3,5,0,1954.51
24,36.1,171.1,92.7,206.03,5,0,3346.4700000000003
25,27.5,117.3,61.9,93.04,5,0,1702.25
0,25.0,188.0,81.2,266.93,6,6,2030.0
1,22.3,153.0,83.6,428.83,6,6,1864.28
2,32.3,239.4,59.1,131.47,6,6,1908.9299999999998
3,35.9,107.2,50.3,468.31,6,6,1805.7699999999998
4,29.5,287.7,68.5,222.96,6,6,2020.75
5,37.9,98.2,78.1,191.99,6,6,2959.99
6,24.8,21.1,93.7,243.41,6,6,2323.76
7,30.9,321.6,71.0,420.92,6,6,2193.9
8,29.5,208.7,57.4,226.15,6,6,1693.3
9,37.2,385.9,91.7,263.53,6,6,3411.2400000000002
10,29.4,99.6,86.1,486.46,6,6,2086.13
12,27.8,9.0,87.2,274.01,6,6,2424.1600000000003
14,35.8,62.5,72.7,333.41,6,6,2602.66
15,33.3,23.4,72.8,294.18,6,6,2424.24
16,36.0,183.7,73.8,348.83,6,6,2086.13
17,30.6,13.4,56.4,452.59,6,6,1725.8400000000001
18,26.0,171.6,85.8,236.32,6,6,2230.7999999999997
20,32.6,341.5,73.0,333.23,6,6,2379.8
21,33.8,155.3,64.3,120.77,6,6,2173.3399999999997
22,23.5,40.5,79.5,127.61,6,6,1868.25
23,32.4,192.3,52.6,246.45,6,6,1704.24
24,27.6,106.9,91.7,160.8,6,6,2530.92
25,27.6,254.2,63.2,393.98,6,6,1744.3200000000002
